For M5|Adr 00254|PI1   S                       0|                      |                      |Z           5.000 m   | 
For M5|Adr 00255|PI1                       10004|SD        102.735 m   |Hz       268.1207 DMS |V3         5.2135 DMS | 
For M5|Adr 00256|TI       DR                    |th          0.000 m   |PC          0.000 m   |A           0.000 m   | 
For M5|Adr 00257|PI1                         232|SD         13.744 m   |Hz       315.4855 DMS |V3        11.1341 DMS | 
For M5|Adr 00258|TI       PR                    |th          1.510 m   |PC         -0.030 m   |A           0.005 m   | 
For M5|Adr 00259|PI1                         233|SD         62.320 m   |Hz       273.2528 DMS |V3         5.5621 DMS | 
For M5|Adr 00260|PI1                         234|SD         63.684 m   |Hz       274.5029 DMS |V3         7.0637 DMS | 
For M5|Adr 00261|PI1                         235|SD         63.195 m   |Hz       274.0825 DMS |V3         6.1325 DMS | 
For M5|Adr 00262|PI1                         236|SD         59.954 m   |Hz       278.0902 DMS |V3         6.4455 DMS | 
For M5|Adr 00263|PI1                         237|SD         57.041 m   |Hz       278.1944 DMS |V3         7.0056 DMS | 
For M5|Adr 00264|PI1                         238|SD         56.529 m   |Hz       274.2350 DMS |V3         6.1454 DMS | 
For M5|Adr 00265|PI1                         239|SD         35.338 m   |Hz       264.1609 DMS |V3         6.4728 DMS | 
For M5|Adr 00266|PI1                         240|SD         35.872 m   |Hz       284.2704 DMS |V3         8.3016 DMS | 
For M5|Adr 00267|PI1                         241|SD         14.685 m   |Hz       260.4816 DMS |V3         6.3831 DMS | 
For M5|Adr 00268|PI1                         242|SD         15.850 m   |Hz       254.4718 DMS |V3         6.2605 DMS | 
For M5|Adr 00269|PI1                         243|SD          4.297 m   |Hz       354.4930 DMS |V3        -5.5134 DMS | 
For M5|Adr 00270|PI1                         244|SD          1.874 m   |Hz        33.5331 DMS |V3       -14.2455 DMS | 
For M5|Adr 00271|PI1                         245|SD          5.476 m   |Hz       143.2354 DMS |V3        -4.1828 DMS | 
For M5|Adr 00272|PI1                         246|SD         12.903 m   |Hz       150.2609 DMS |V3        -4.2443 DMS | 
For M5|Adr 00273|PI1                         247|SD          8.216 m   |Hz        21.4311 DMS |V3        -7.2602 DMS | 
For M5|Adr 00274|PI1                         248|SD         12.741 m   |Hz        24.4531 DMS |V3        -1.0649 DMS | 
For M5|Adr 00275|PI1                         249|SD         14.030 m   |Hz        24.2226 DMS |V3        -0.5007 DMS | 
For M5|Adr 00276|PI1                         250|SD          8.710 m   |Hz        76.4453 DMS |V3       -10.5207 DMS | 
For M5|Adr 00277|PI1                         251|SD         21.920 m   |Hz        72.5244 DMS |V3       -10.2823 DMS | 
For M5|Adr 00278|PI1                         252|SD         23.090 m   |Hz        65.3232 DMS |V3        -9.5914 DMS | 
For M5|Adr 00279|PI1                         253|SD         23.829 m   |Hz        62.0659 DMS |V3       -10.2048 DMS | 
For M5|Adr 00280|PI1                         254|SD         23.873 m   |Hz        52.4840 DMS |V3        -8.0454 DMS | 
For M5|Adr 00281|PI1                         255|SD         28.025 m   |Hz        78.2449 DMS |V3       -11.0034 DMS | 
For M5|Adr 00282|PI1                         256|SD         27.361 m   |Hz        81.0320 DMS |V3       -11.0440 DMS | 
For M5|Adr 00283|PI1                         257|SD         27.521 m   |Hz        82.3616 DMS |V3       -11.1251 DMS | 
For M5|Adr 00284|PI1                         258|SD         27.710 m   |Hz        92.2813 DMS |V3       -11.2235 DMS | 
For M5|Adr 00285|PI1                         259|SD         27.888 m   |Hz        99.4847 DMS |V3       -13.1404 DMS | 
For M5|Adr 00286|PI1                         260|SD         34.959 m   |Hz        82.2434 DMS |V3       -11.2029 DMS | 
For M5|Adr 00287|PI1                         261|SD         41.392 m   |Hz        75.4553 DMS |V3       -10.3559 DMS | 
For M5|Adr 00288|PI1                         262|SD         42.104 m   |Hz        74.2524 DMS |V3       -10.5555 DMS | 
For M5|Adr 00289|PI1                         263|SD         44.362 m   |Hz        69.4817 DMS |V3        -8.4511 DMS | 
For M5|Adr 00290|PI1                         264|SD         42.050 m   |Hz        80.3601 DMS |V3       -11.0120 DMS | 
For M5|Adr 00291|PI1                         265|SD         41.348 m   |Hz        85.3554 DMS |V3       -11.4521 DMS | 
For M5|Adr 00292|PI1                       10006|SD         80.674 m   |Hz        94.0508 DMS |V3       -10.5210 DMS | 
For M5|Adr 00293|PI1   A                   10006|X        1000.000 m   |Y        6000.000 m   |Z           6.000 m   | 
For M5|Adr 00294|TI       INPUT                 |th          1.510 m   |ih          1.668 m   |                      | 
For M5|Adr 00295|PI1   S                       0|                      |                      |Z           6.000 m   | 
For M5|Adr 00296|PI1                       10005|SD         80.597 m   |Hz       206.0731 DMS |V3        10.3616 DMS | 
For M5|Adr 00297|PI1                         266|SD         28.784 m   |Hz       221.5436 DMS |V3         9.2849 DMS | 
For M5|Adr 00298|PI1                         267|SD         29.107 m   |Hz       227.4120 DMS |V3         9.3338 DMS | 
For M5|Adr 00299|PI1                         268|SD         28.984 m   |Hz       230.2413 DMS |V3         8.3043 DMS | 
For M5|Adr 00300|PI1                         269|SD         29.387 m   |Hz       238.1203 DMS |V3        11.1913 DMS | 
For M5|Adr 00301|PI1                         270|SD         26.088 m   |Hz       207.5310 DMS |V3         7.5028 DMS | 
For M5|Adr 00302|PI1                         271|SD         25.739 m   |Hz       191.5516 DMS |V3         5.0641 DMS | 
For M5|Adr 00303|PI1                         272|SD         17.001 m   |Hz       209.1516 DMS |V3         7.1229 DMS | 
For M5|Adr 00304|PI1                         273|SD         10.849 m   |Hz       223.1200 DMS |V3         7.1908 DMS | 
For M5|Adr 00305|PI1                         274|SD         11.520 m   |Hz       201.1517 DMS |V3         4.5211 DMS | 
For M5|Adr 00306|PI1                         275|SD          6.257 m   |Hz       236.1005 DMS |V3         5.4408 DMS | 
For M5|Adr 00307|PI1                         276|SD          7.761 m   |Hz       257.1635 DMS |V3         5.4312 DMS | 
For M5|Adr 00308|PI1                         277|SD          8.744 m   |Hz       261.1119 DMS |V3         2.5617 DMS | 
For M5|Adr 00309|PI1                         278|SD         12.796 m   |Hz       273.0938 DMS |V3         7.3649 DMS | 
For M5|Adr 00310|PI1                         279|SD         12.345 m   |Hz       334.1907 DMS |V3        -2.3307 DMS | 
For M5|Adr 00311|PI1                         280|SD         11.543 m   |Hz       336.1009 DMS |V3        -2.4316 DMS | 
For M5|Adr 00312|PI1                         281|SD          6.883 m   |Hz       337.5034 DMS |V3        -8.1826 DMS | 
For M5|Adr 00313|PI1                         282|SD          7.702 m   |Hz       357.3417 DMS |V3        -9.0752 DMS | 
For M5|Adr 00314|PI1                         283|SD          9.678 m   |Hz         5.2815 DMS |V3        -9.0927 DMS | 
For M5|Adr 00315|PI1                         284|SD         10.089 m   |Hz       356.3813 DMS |V3       -14.1516 DMS | 
For M5|Adr 00316|PI1                         285|SD         10.055 m   |Hz        10.3435 DMS |V3        -8.4251 DMS | 
For M5|Adr 00317|PI1                         286|SD         12.754 m   |Hz       350.0244 DMS |V3        -4.2339 DMS | 
For M5|Adr 00318|PI1                         287|SD         15.035 m   |Hz       352.4833 DMS |V3        -2.5222 DMS | 
For M5|Adr 00319|PI1                         288|SD         18.142 m   |Hz       359.4708 DMS |V3        -2.3529 DMS | 
For M5|Adr 00320|PI1                         289|SD         16.915 m   |Hz        13.3450 DMS |V3        -5.5012 DMS | 
For M5|Adr 00321|PI1                         290|SD         19.005 m   |Hz        27.2354 DMS |V3        -8.3649 DMS | 
For M5|Adr 00322|PI1                         291|SD         19.067 m   |Hz        23.4655 DMS |V3        -8.5109 DMS | 
For M5|Adr 00323|PI1                         292|SD         20.123 m   |Hz        19.2457 DMS |V3       -11.0516 DMS | 
For M5|Adr 00324|PI1                         293|SD         20.154 m   |Hz        15.4537 DMS |V3        -8.4530 DMS | 
For M5|Adr 00325|PI1                         294|SD          9.264 m   |Hz        28.0531 DMS |V3       -10.2504 DMS | 
For M5|Adr 00326|PI1                         295|SD          9.122 m   |Hz       103.1153 DMS |V3        -8.2752 DMS | 
For M5|Adr 00327|PI1                         296|SD         14.778 m   |Hz        57.2951 DMS |V3        -9.1745 DMS | 
For M5|Adr 00328|PI1                         297|SD         24.557 m   |Hz        76.1957 DMS |V3        -8.2216 DMS | 
For M5|Adr 00329|PI1                         298|SD         29.157 m   |Hz        69.0311 DMS |V3        -7.4258 DMS | 
For M5|Adr 00330|PI1                         299|SD         29.782 m   |Hz        61.1855 DMS |V3        -7.3438 DMS | 
For M5|Adr 00331|PI1                         300|SD         29.456 m   |Hz        52.5627 DMS |V3        -7.4501 DMS | 
For M5|Adr 00332|PI1                         301|SD         24.346 m   |Hz        37.4755 DMS |V3        -8.2539 DMS | 
For M5|Adr 00333|PI1                         302|SD         28.785 m   |Hz        31.2212 DMS |V3        -7.5335 DMS | 
For M5|Adr 00334|PI1                         303|SD         29.091 m   |Hz        28.4457 DMS |V3        -7.3847 DMS | 
For M5|Adr 00335|PI1                         304|SD         28.934 m   |Hz        26.1457 DMS |V3        -8.3638 DMS | 
For M5|Adr 00336|PI1                         305|SD         29.056 m   |Hz        23.1740 DMS |V3        -6.0623 DMS | 
For M5|Adr 00337|PI1                         306|SD         41.591 m   |Hz        38.5911 DMS |V3        -7.2649 DMS | 
For M5|Adr 00338|PI1                         307|SD         41.844 m   |Hz        33.3257 DMS |V3        -7.1201 DMS | 
For M5|Adr 00339|PI1                         308|SD         41.794 m   |Hz        32.0704 DMS |V3        -6.5908 DMS | 
For M5|Adr 00340|PI1                         309|SD         42.208 m   |Hz        30.3000 DMS |V3        -8.0911 DMS | 
For M5|Adr 00341|PI1                         310|SD         41.670 m   |Hz        28.0843 DMS |V3        -6.4235 DMS | 
For M5|Adr 00342|PI1                         311|SD         44.542 m   |Hz        42.2239 DMS |V3        -7.1332 DMS | 
For M5|Adr 00343|PI1                         312|SD         45.581 m   |Hz        40.5453 DMS |V3        -7.2136 DMS | 
For M5|Adr 00344|PI1                         313|SD         45.836 m   |Hz        43.0422 DMS |V3        -7.0247 DMS | 
For M5|Adr 00345|PI1                         314|SD         48.110 m   |Hz        48.4352 DMS |V3        -7.2848 DMS | 
For M5|Adr 00346|PI1                         315|SD         48.270 m   |Hz        52.3550 DMS |V3        -8.3231 DMS | 
For M5|Adr 00347|PI1                         316|SD         66.255 m   |Hz        35.2719 DMS |V3        -6.4015 DMS | 
For M5|Adr 00348|PI1                         317|SD         66.210 m   |Hz        34.2653 DMS |V3        -6.3659 DMS | 
For M5|Adr 00349|PI1                         318|SD         66.306 m   |Hz        32.3751 DMS |V3        -7.3104 DMS | 
For M5|Adr 00350|PI1                         319|SD         66.078 m   |Hz        32.0248 DMS |V3        -6.0712 DMS | 
For M5|Adr 00351|PI1                         320|SD         66.531 m   |Hz        37.5729 DMS |V3        -6.3947 DMS | 
For M5|Adr 00352|PI1                         321|SD         68.130 m   |Hz        42.4317 DMS |V3        -6.2314 DMS | 
For M5|Adr 00353|PI1                         322|SD         68.352 m   |Hz        45.4432 DMS |V3        -7.2416 DMS | 
For M5|Adr 00354|PI1                         323|SD         72.928 m   |Hz        38.3829 DMS |V3        -6.4739 DMS | 
For M5|Adr 00355|PI1                         324|SD         82.005 m   |Hz        39.5613 DMS |V3        -6.3101 DMS | 
For M5|Adr 00356|PI1                         325|SD         81.753 m   |Hz        38.2155 DMS |V3        -6.5112 DMS | 
For M5|Adr 00357|PI1                         326|SD         84.791 m   |Hz        40.1902 DMS |V3        -6.3829 DMS | 
For M5|Adr 00358|PI1                       10007|SD         83.154 m   |Hz        40.2914 DMS |V3        -6.3142 DMS | 
For M5|Adr 00359|PI1   A                   10007|X        1000.000 m   |Y        7000.000 m   |Z           7.000 m   | 
For M5|Adr 00360|TI       INPUT                 |th          1.510 m   |ih          1.628 m   |                      | 
For M5|Adr 00361|PI1   S                       0|                      |                      |Z           7.000 m   | 
For M5|Adr 00362|PI1                       10006|SD         83.122 m   |Hz        84.1652 DMS |V3         6.2042 DMS | 
For M5|Adr 00363|PI1                         327|SD          5.882 m   |Hz        57.1410 DMS |V3         6.3320 DMS | 
For M5|Adr 00364|PI1                         328|SD          9.465 m   |Hz        25.5746 DMS |V3        -8.1737 DMS | 
For M5|Adr 00365|PI1                         329|SD          3.396 m   |Hz       352.5230 DMS |V3       -10.1440 DMS | 
For M5|Adr 00366|PI1                         330|SD          6.002 m   |Hz       191.5152 DMS |V3       -12.5128 DMS | 
For M5|Adr 00367|PI1                         331|SD          7.574 m   |Hz       184.3549 DMS |V3       -10.4734 DMS | 
For M5|Adr 00368|PI1                         332|SD         11.316 m   |Hz       246.1840 DMS |V3       -17.0111 DMS | 
For M5|Adr 00369|PI1                         333|SD          7.811 m   |Hz       175.4957 DMS |V3        -9.5756 DMS | 
For M5|Adr 00370|PI1                         334|SD         10.564 m   |Hz       168.4959 DMS |V3        -7.0920 DMS | 
For M5|Adr 00371|PI1                         335|SD         11.289 m   |Hz       163.0829 DMS |V3       -10.2137 DMS | 
For M5|Adr 00372|PI1                         336|SD         12.680 m   |Hz       161.3428 DMS |V3        -5.1214 DMS | 
For M5|Adr 00373|PI1                         337|SD         25.205 m   |Hz       242.1218 DMS |V3       -13.2846 DMS | 
For M5|Adr 00374|PI1                         338|SD         27.193 m   |Hz       229.2216 DMS |V3       -11.3924 DMS | 
For M5|Adr 00375|PI1                         339|SD         27.393 m   |Hz       225.1926 DMS |V3       -12.0749 DMS | 
For M5|Adr 00376|PI1                         340|SD         22.227 m   |Hz       221.3955 DMS |V3       -11.5444 DMS | 
For M5|Adr 00377|PI1                         341|SD         23.017 m   |Hz       214.1059 DMS |V3       -11.3705 DMS | 
For M5|Adr 00378|PI1                         342|SD         22.330 m   |Hz       212.2445 DMS |V3       -11.4502 DMS | 
For M5|Adr 00379|PI1                         343|SD         23.621 m   |Hz       211.5128 DMS |V3       -13.0216 DMS | 
For M5|Adr 00380|PI1                         344|SD         23.744 m   |Hz       210.0608 DMS |V3       -10.4402 DMS | 
For M5|Adr 00381|PI1                         345|SD         30.791 m   |Hz       212.1021 DMS |V3       -10.1441 DMS | 
For M5|Adr 00382|PI1                         346|SD         32.394 m   |Hz       240.4809 DMS |V3       -13.2927 DMS | 
For M5|Adr 00383|PI1                         347|SD         32.040 m   |Hz       239.0841 DMS |V3       -13.1246 DMS | 
For M5|Adr 00384|PI1                         348|SD         34.855 m   |Hz       234.3725 DMS |V3       -12.3626 DMS | 
For M5|Adr 00385|PI1                         349|SD         36.467 m   |Hz       230.2432 DMS |V3       -12.1343 DMS | 
For M5|Adr 00386|PI1                         350|SD         41.758 m   |Hz       225.5446 DMS |V3       -11.3309 DMS | 
For M5|Adr 00387|PI1                         351|SD         42.082 m   |Hz       238.1958 DMS |V3       -14.2114 DMS | 
For M5|Adr 00388|PI1                         352|SD         42.816 m   |Hz       224.0952 DMS |V3       -11.2957 DMS | 
For M5|Adr 00389|PI1                         353|SD         43.156 m   |Hz       220.0522 DMS |V3       -11.3027 DMS | 
For M5|Adr 00390|PI1                         354|SD         43.412 m   |Hz       218.2745 DMS |V3       -13.0150 DMS | 
For M5|Adr 00391|PI1                         355|SD         43.143 m   |Hz       217.4301 DMS |V3       -11.0947 DMS | 
For M5|Adr 00392|PI1                         356|SD         42.895 m   |Hz       213.0015 DMS |V3        -9.3020 DMS | 
For M5|Adr 00393|PI1                         357|SD         56.046 m   |Hz       224.1837 DMS |V3       -11.1648 DMS | 
For M5|Adr 00394|PI1                         358|SD         56.317 m   |Hz       225.3638 DMS |V3       -11.2021 DMS | 
For M5|Adr 00395|PI1                         359|SD         57.723 m   |Hz       225.5913 DMS |V3       -11.1820 DMS | 
For M5|Adr 00396|PI1                       10008|SD         78.089 m   |Hz       221.1959 DMS |V3       -10.5451 DMS | 
For M5|Adr 00397|PI1   A                   10008|X        1000.000 m   |Y        8000.000 m   |Z           8.000 m   | 
For M5|Adr 00398|TI       INPUT                 |th          1.510 m   |ih          1.635 m   |                      | 
For M5|Adr 00399|PI1   S                       0|                      |                      |Z           8.000 m   | 
For M5|Adr 00400|PI1   A                   10007|SD         78.047 m   |Hz       253.0201 DMS |V3        10.4410 DMS | 
For M5|Adr 00401|TI       DR                    |th          0.000 m   |PC          0.000 m   |A           0.000 m   | 
For M5|Adr 00402|PI1                         360|SD         10.876 m   |Hz       310.2538 DMS |V3         8.1957 DMS | 
For M5|Adr 00403|TI       PR                    |th          1.510 m   |PC         -0.030 m   |A           0.005 m   | 
For M5|Adr 00404|PI1                         361|SD         19.418 m   |Hz       248.0644 DMS |V3         9.1547 DMS | 
For M5|Adr 00405|PI1                         362|SD         19.279 m   |Hz       250.2426 DMS |V3         9.1211 DMS | 
For M5|Adr 00406|PI1                         363|SD         19.799 m   |Hz       259.0941 DMS |V3         9.0442 DMS | 
For M5|Adr 00407|PI1                         364|SD         22.688 m   |Hz       261.0829 DMS |V3         8.5928 DMS | 
For M5|Adr 00408|PI1                         365|SD         23.014 m   |Hz       264.0036 DMS |V3         8.4703 DMS | 
For M5|Adr 00409|PI1                         366|SD         18.887 m   |Hz       270.1252 DMS |V3         7.4325 DMS | 
For M5|Adr 00410|PI1                         367|SD         11.816 m   |Hz       277.4932 DMS |V3         6.2218 DMS | 
For M5|Adr 00411|PI1                         368|SD         12.236 m   |Hz       283.3140 DMS |V3         4.5901 DMS | 
For M5|Adr 00412|PI1                         369|SD         11.696 m   |Hz       288.0246 DMS |V3         5.2829 DMS | 
For M5|Adr 00413|PI1                         370|SD          4.809 m   |Hz       324.4023 DMS |V3        -0.1046 DMS | 
For M5|Adr 00414|PI1                         371|SD          7.326 m   |Hz       331.4535 DMS |V3        -1.5452 DMS | 
For M5|Adr 00415|PI1                         372|SD          8.775 m   |Hz       329.3757 DMS |V3        -1.3548 DMS | 
For M5|Adr 00416|PI1                         373|SD          9.812 m   |Hz       352.0030 DMS |V3        -3.3006 DMS | 
For M5|Adr 00417|PI1                         374|SD          8.569 m   |Hz       355.2035 DMS |V3        -4.1209 DMS | 
For M5|Adr 00418|PI1                         375|SD          9.437 m   |Hz       352.3201 DMS |V3        -4.1847 DMS | 
For M5|Adr 00419|PI1                         376|SD          6.167 m   |Hz         4.5942 DMS |V3        -6.3159 DMS | 
For M5|Adr 00420|PI1                         377|SD          3.867 m   |Hz        35.4147 DMS |V3       -10.2256 DMS | 
For M5|Adr 00421|PI1                         378|SD         12.123 m   |Hz       232.5002 DMS |V3         8.5213 DMS | 
For M5|Adr 00422|PI1                         379|SD         12.014 m   |Hz       215.5348 DMS |V3         6.3017 DMS | 
For M5|Adr 00423|PI1                         380|SD          6.296 m   |Hz       161.5251 DMS |V3        -0.4955 DMS | 
For M5|Adr 00424|PI1                         381|SD          5.312 m   |Hz        87.3440 DMS |V3       -10.1427 DMS | 
For M5|Adr 00425|PI1                         382|SD         13.447 m   |Hz         9.5415 DMS |V3        -7.2025 DMS | 
For M5|Adr 00426|PI1                         383|SD         12.940 m   |Hz        16.1952 DMS |V3        -7.5735 DMS | 
For M5|Adr 00427|PI1                         384|SD         19.380 m   |Hz        24.5230 DMS |V3        -8.1423 DMS | 
For M5|Adr 00428|PI1                         385|SD         18.130 m   |Hz        29.2701 DMS |V3        -8.1311 DMS | 
For M5|Adr 00429|PI1                         386|SD         18.637 m   |Hz        26.3909 DMS |V3        -8.1416 DMS | 
For M5|Adr 00430|PI1                         387|SD         16.432 m   |Hz        46.3516 DMS |V3        -8.2421 DMS | 
For M5|Adr 00431|PI1                         388|SD         15.878 m   |Hz        58.5837 DMS |V3        -8.3305 DMS | 
For M5|Adr 00432|PI1                         389|SD         16.795 m   |Hz        75.4148 DMS |V3        -8.4448 DMS | 
For M5|Adr 00433|PI1                         390|SD         18.730 m   |Hz        95.2408 DMS |V3       -11.0739 DMS | 
For M5|Adr 00434|PI1                         391|SD         25.378 m   |Hz        75.0027 DMS |V3        -7.3923 DMS | 
For M5|Adr 00435|PI1                         392|SD         29.409 m   |Hz        70.5037 DMS |V3        -7.2842 DMS | 
For M5|Adr 00436|PI1                         393|SD         30.415 m   |Hz        48.1818 DMS |V3        -7.2234 DMS | 
For M5|Adr 00437|PI1                         394|SD         34.300 m   |Hz        50.3845 DMS |V3        -6.5237 DMS | 
For M5|Adr 00438|PI1                         395|SD         34.324 m   |Hz        56.4021 DMS |V3        -7.3020 DMS | 
For M5|Adr 00439|PI1                         396|SD         34.271 m   |Hz        62.1343 DMS |V3        -7.3946 DMS | 
For M5|Adr 00440|PI1                         397|SD         34.665 m   |Hz        68.0551 DMS |V3        -7.3215 DMS | 
For M5|Adr 00441|PI1                         398|SD         34.370 m   |Hz        73.5439 DMS |V3        -7.1319 DMS | 
For M5|Adr 00442|PI1                         399|SD         32.505 m   |Hz        82.2855 DMS |V3        -7.4505 DMS | 
For M5|Adr 00443|PI1                         400|SD         26.048 m   |Hz        80.0458 DMS |V3        -8.5717 DMS | 
For M5|Adr 00444|PI1                         401|SD         40.928 m   |Hz        74.3313 DMS |V3        -6.5240 DMS | 
For M5|Adr 00445|PI1                         402|SD         43.633 m   |Hz        57.0117 DMS |V3        -7.2228 DMS | 
For M5|Adr 00446|PI1                         403|SD         47.477 m   |Hz        52.4115 DMS |V3        -7.3710 DMS | 
For M5|Adr 00447|PI1                         404|SD         57.616 m   |Hz        53.2109 DMS |V3        -6.5500 DMS | 
For M5|Adr 00448|PI1                         405|SD         59.827 m   |Hz        53.1725 DMS |V3        -6.4407 DMS | 
For M5|Adr 00449|PI1                         406|SD         61.091 m   |Hz        57.1746 DMS |V3        -6.5019 DMS | 
For M5|Adr 00450|PI1                         407|SD         64.804 m   |Hz        56.2449 DMS |V3        -7.0557 DMS | 
For M5|Adr 00451|PI1                         408|SD         67.221 m   |Hz        60.2325 DMS |V3        -6.4749 DMS | 
For M5|Adr 00452|PI1                         409|SD         55.429 m   |Hz        62.1055 DMS |V3        -7.0603 DMS | 
For M5|Adr 00453|PI1                         410|SD         55.698 m   |Hz        64.5734 DMS |V3        -6.5736 DMS | 
For M5|Adr 00454|PI1                         411|SD         55.239 m   |Hz        69.3840 DMS |V3        -5.5858 DMS | 
For M5|Adr 00455|PI1                         412|SD         54.973 m   |Hz        73.3451 DMS |V3        -5.3948 DMS | 
For M5|Adr 00456|PI1                         413|SD         66.453 m   |Hz        68.2348 DMS |V3        -6.0226 DMS | 
For M5|Adr 00457|PI1                         414|SD         68.348 m   |Hz        68.1610 DMS |V3        -6.0015 DMS | 
For M5|Adr 00458|PI1                       11000|SD        106.044 m   |Hz        64.2324 DMS |V3        -7.1859 DMS | 
For M5|Adr 00459|PI1   A                   11000|X        1000.000 m   |Y        9000.000 m   |Z           9.000 m   | 
For M5|Adr 00460|TI       INPUT                 |th          1.510 m   |ih          1.717 m   |                      | 
For M5|Adr 00461|PI1   S                       0|                      |                      |Z           9.000 m   | 
For M5|Adr 00462|PI1                       11008|SD        106.003 m   |Hz       314.5711 DMS |V3         7.0816 DMS | 
For M5|Adr 00463|PI1                       11001|SD         51.643 m   |Hz       112.3002 DMS |V3        -7.0210 DMS | 
For M5|Adr 00464|PI1                         415|SD         18.968 m   |Hz       314.1132 DMS |V3         7.3910 DMS | 
For M5|Adr 00465|PI1                         416|SD         30.254 m   |Hz       315.0047 DMS |V3         7.5515 DMS | 
For M5|Adr 00466|PI1                         417|SD         27.188 m   |Hz       308.2939 DMS |V3         8.4445 DMS | 
For M5|Adr 00467|PI1                         418|SD         25.130 m   |Hz       306.5202 DMS |V3         9.1402 DMS | 
For M5|Adr 00468|PI1                         419|SD         25.697 m   |Hz       305.2422 DMS |V3         9.4425 DMS | 
For M5|Adr 00469|TI       START                 |01           3305     |02         612015     |03            562     | 
For M5|Adr 00470|TI                             |04             42     |                      |                      | 
For M5|Adr 00471|TI                             |05              1     |06              2     |                      | 
For M5|Adr 00472|TI                             |20              6     |21              3     |22             16     | 
For M5|Adr 00473|TI                             |th          1.510 m   |ih          1.717 m   |                      | 
For M5|Adr 00474|TI                             |i          0.0000 DMS |c          0.0000 DMS |SZ         0.0013 DMS | 
For M5|Adr 00475|TI                             |T_             20 C   |P             755 Torr|PC         -0.030 m   | 
For M5|Adr 00476|TI       END                   |m        1.000000     |                      |                      | 
For M5|Adr 00477|PI1                         420|SD         22.273 m   |Hz       303.5315 DMS |V3        10.2239 DMS | 
For M5|Adr 00478|PI1                         421|SD         38.252 m   |Hz       299.3647 DMS |V3        11.0251 DMS | 
For M5|Adr 00479|PI1                         422|SD         38.528 m   |Hz       302.0504 DMS |V3        11.0232 DMS | 
For M5|Adr 00480|PI1                         423|SD         36.969 m   |Hz       299.3704 DMS |V3        11.1744 DMS | 
For M5|Adr 00481|PI1                         424|SD         35.212 m   |Hz       296.3052 DMS |V3        11.3047 DMS | 
For M5|Adr 00482|PI1                         425|SD         34.939 m   |Hz       293.1835 DMS |V3        11.5812 DMS | 
For M5|Adr 00483|PI1                         426|SD         28.518 m   |Hz       283.4905 DMS |V3        13.2811 DMS | 
For M5|Adr 00484|PI1                         427|SD         20.591 m   |Hz       289.2827 DMS |V3        14.4206 DMS | 
For M5|Adr 00485|PI1                         428|SD         21.766 m   |Hz       257.2656 DMS |V3        12.4218 DMS | 
For M5|Adr 00486|PI1                         429|SD         16.102 m   |Hz       261.2625 DMS |V3        14.5146 DMS | 
For M5|Adr 00487|PI1                         430|SD         16.880 m   |Hz       212.4637 DMS |V3         8.4749 DMS | 
For M5|Adr 00488|PI1                         431|SD         17.929 m   |Hz       181.2027 DMS |V3         6.5953 DMS | 
For M5|Adr 00489|PI1                         432|SD         24.234 m   |Hz       165.2852 DMS |V3         3.2523 DMS | 
For M5|Adr 00490|PI1                         433|SD         17.116 m   |Hz       145.2809 DMS |V3        -5.5149 DMS | 
For M5|Adr 00491|PI1                         434|SD         29.630 m   |Hz       150.0848 DMS |V3        -2.2651 DMS | 
For M5|Adr 00492|PI1                         435|SD         32.315 m   |Hz       146.2758 DMS |V3        -1.5859 DMS | 
For M5|Adr 00493|PI1                         436|SD         30.946 m   |Hz       135.4119 DMS |V3        -3.1315 DMS | 
For M5|Adr 00494|PI1                         437|SD         20.579 m   |Hz       142.0040 DMS |V3        -5.3700 DMS | 
For M5|Adr 00495|PI1                         438|SD         21.868 m   |Hz       134.3352 DMS |V3        -5.4626 DMS | 
For M5|Adr 00496|PI1                         439|SD         20.371 m   |Hz       119.4753 DMS |V3        -8.1713 DMS | 
For M5|Adr 00497|PI1                         440|SD         15.588 m   |Hz       123.3120 DMS |V3        -9.0756 DMS | 
For M5|Adr 00498|PI1                         441|SD         17.530 m   |Hz       101.4236 DMS |V3        -8.4123 DMS | 
For M5|Adr 00499|PI1                         442|SD         14.350 m   |Hz       101.1431 DMS |V3        -7.1543 DMS | 
For M5|Adr 00500|PI1                         443|SD         14.328 m   |Hz        94.1740 DMS |V3        -5.4951 DMS | 
For M5|Adr 00501|PI1                         444|SD         13.339 m   |Hz        95.5306 DMS |V3        -7.1609 DMS | 
For M5|Adr 00502|PI1                         445|SD          9.325 m   |Hz        88.4658 DMS |V3        -8.1118 DMS | 
For M5|Adr 00503|PI1                         446|SD          6.849 m   |Hz        64.3208 DMS |V3        -6.4625 DMS | 
For M5|Adr 00504|PI1                         447|SD          7.542 m   |Hz        62.1500 DMS |V3        -5.1448 DMS | 
For M5|Adr 00505|PI1                         448|SD          5.240 m   |Hz        58.2124 DMS |V3        -6.2946 DMS | 
For M5|Adr 00506|PI1                         449|SD          2.737 m   |Hz       118.5435 DMS |V3       -11.3052 DMS | 
For M5|Adr 00507|PI1                         450|SD          6.102 m   |Hz       145.0157 DMS |V3        -6.4253 DMS | 
For M5|Adr 00508|PI1                         451|SD          7.226 m   |Hz        46.0734 DMS |V3        -7.3013 DMS | 
For M5|Adr 00509|PI1                         452|SD         10.737 m   |Hz       147.1700 DMS |V3        -6.3203 DMS | 
